"Age","Uncertainty","Landform","Sigma"
23.3455122531668,1.44800671862754,"Arànser Left","2 sigma"
23.4449028399802,1.81667469505009,"Arànser Left","2 sigma"
23.4765875113949,1.44532211024922,"Arànser Left","2 sigma"
23.3566176748582,0.729553204707979,"Arànser Left","2 sigma"
22.8079700883453,1.35636619117269,"Arànser Left","2 sigma"
23.1402788482273,1.85807419059285,"Arànser Left","2 sigma"
23.3343000195528,1.93143548234071,"Arànser Left","2 sigma"
23.1723146233856,1.36780024039207,"Arànser Left","2 sigma"
22.956284359573,0.577807770882214,"Arànser Left","2 sigma"
17.1332427851574,2.88514052899527,"Arànser Left","2 sigma"
22.3831265842561,1.72345985543091,"Arànser Left","2 sigma"
23.5024564348302,1.7879513150253,"Arànser Left","2 sigma"
23.3619696875964,1.92271481870567,"Arànser Left","2 sigma"
22.6376354138105,1.25965365885804,"Arànser Left","2 sigma"
23.6869145983691,0.75671966541035,"Arànser Left","2 sigma"
22.7428890396342,1.46780379676388,"Arànser Left","2 sigma"
23.7969766999845,1.33712252217497,"Arànser Left","2 sigma"
23.4425609825429,1.18837112363924,"Arànser Left","2 sigma"
23.1559807880928,1.72936444666365,"Arànser Left","2 sigma"
22.207772414903,0.968575344178182,"Arànser Left","2 sigma"
23.5115113075628,1.51892546492536,"Arànser Left","2 sigma"
23.0730320394013,1.73625103009009,"Arànser Left","2 sigma"
23.5334047359159,1.84005198591584,"Arànser Left","2 sigma"
22.5084467606537,1.05604995546188,"Arànser Left","2 sigma"
23.3226611411174,1.93103699460431,"Arànser Left","2 sigma"
24.353997047854,1.24854169887366,"Arànser Left","2 sigma"
21.8818621863539,1.72447622549796,"Arànser Left","2 sigma"
23.5747310259346,1.40758590164418,"Arànser Left","2 sigma"
23.6021311284594,1.82038983516984,"Arànser Left","2 sigma"
23.1036043026623,2.08864909763031,"Arànser Left","2 sigma"
22.9670421070305,1.43478446728189,"Arànser Left","2 sigma"
23.9867633796832,0.87969558916185,"Arànser Left","2 sigma"
23.2674486214356,1.09759831279315,"Arànser Left","2 sigma"
23.8983529089237,1.0212847595772,"Arànser Left","2 sigma"
23.462201302758,1.25689979295571,"Arànser Left","2 sigma"
23.2812030075164,1.37943298189657,"Arànser Left","2 sigma"
23.1430497085595,1.78267995315922,"Arànser Left","2 sigma"
23.2772459881959,1.865837329961,"Arànser Left","2 sigma"
23.1329465169786,0.716520291243026,"Arànser Left","2 sigma"
23.0432200535547,2.26923184923263,"Arànser Left","2 sigma"
23.1570833949974,0.900338482588578,"Arànser Left","2 sigma"
22.9970005585722,1.97417554497266,"Arànser Left","2 sigma"
23.6987230876203,1.32180904690809,"Arànser Left","2 sigma"
23.5635758964611,1.57256671881385,"Arànser Left","2 sigma"
23.4210988663118,1.24741873907161,"Arànser Left","2 sigma"
22.4289615165652,1.20315050578876,"Arànser Left","2 sigma"
23.3996690389258,1.01735529324491,"Arànser Left","2 sigma"
23.6094733700457,1.54400733299769,"Arànser Left","2 sigma"
24.2513996051226,1.27148199773247,"Arànser Left","2 sigma"
24.0068475684285,1.86434082029678,"Arànser Left","2 sigma"
22.4422352464227,1.64765440712174,"Arànser Left","2 sigma"
23.3434109185928,1.09682612590599,"Arànser Left","2 sigma"
22.8733666898061,1.25959094079477,"Arànser Left","2 sigma"
23.0844839136436,1.63185994907585,"Arànser Left","2 sigma"
23.6125699371449,1.56031085332693,"Arànser Left","2 sigma"
