"Age","Uncertainty","Landform","Sigma"
26.1016130046737,0.895532397441373,"Soum d'Ech","1 sigma"
26.1036955303294,0.821054783112318,"Soum d'Ech","1 sigma"
27.226198561819,1.24709871347704,"Soum d'Ech","1 sigma"
28.2964558375358,0.737721345215681,"Soum d'Ech","1 sigma"
26.1067079720568,1.26272708500022,"Soum d'Ech","1 sigma"
28.026055160716,1.01486337601961,"Soum d'Ech","1 sigma"
26.5131632921821,1.22555519618229,"Soum d'Ech","1 sigma"
26.2393372773809,0.595306882272892,"Soum d'Ech","1 sigma"
27.9585897548802,0.66076710199952,"Soum d'Ech","1 sigma"
26.0329005843708,0.618534931821739,"Soum d'Ech","1 sigma"
26.2007556185086,0.66740492355895,"Soum d'Ech","1 sigma"
26.2513436697821,0.827119233573409,"Soum d'Ech","1 sigma"
25.6239911889635,1.43347335717832,"Soum d'Ech","1 sigma"
27.0727988995824,1.30378569793378,"Soum d'Ech","1 sigma"
27.1257552899753,1.82718585232197,"Soum d'Ech","1 sigma"
27.9961314151778,0.738034072411088,"Soum d'Ech","1 sigma"
26.1552286679401,2.37945102092029,"Soum d'Ech","1 sigma"
26.4963132596522,0.989290270068752,"Soum d'Ech","1 sigma"
26.0371465984829,1.98648316980799,"Soum d'Ech","1 sigma"
26.3048648010542,0.716443363258222,"Soum d'Ech","1 sigma"
25.7990960422821,1.03544657047717,"Soum d'Ech","1 sigma"
26.0298433482309,1.52408336128231,"Soum d'Ech","1 sigma"
27.5841683670996,1.38009501486859,"Soum d'Ech","1 sigma"
26.1937911830257,0.815523380511156,"Soum d'Ech","1 sigma"
26.0983830893057,0.807908155575875,"Soum d'Ech","1 sigma"
28.0373700669563,0.602797830422097,"Soum d'Ech","1 sigma"
25.4875810439634,2.51902660596336,"Soum d'Ech","1 sigma"
27.9913129927829,0.700383010263252,"Soum d'Ech","1 sigma"
28.1268724463062,1.3391701742084,"Soum d'Ech","1 sigma"
26.4795674357192,1.31338596883631,"Soum d'Ech","1 sigma"
25.937963861825,0.550596246083198,"Soum d'Ech","1 sigma"
25.6054627158392,0.606677415807565,"Soum d'Ech","1 sigma"
26.5170899578193,1.36073272813385,"Soum d'Ech","1 sigma"
28.3448851406183,0.863010769789512,"Soum d'Ech","1 sigma"
25.6715401842166,0.85085625820774,"Soum d'Ech","1 sigma"
26.6816305834235,0.961391145188123,"Soum d'Ech","1 sigma"
26.3383422244944,2.01581026077696,"Soum d'Ech","1 sigma"
26.0719204963352,1.18289429687625,"Soum d'Ech","1 sigma"
26.4368181666584,0.588958623528799,"Soum d'Ech","1 sigma"
26.2062515510676,0.610476766088708,"Soum d'Ech","1 sigma"
26.268189729036,1.25013351619747,"Soum d'Ech","1 sigma"
26.1680654833345,0.828497175765702,"Soum d'Ech","1 sigma"
25.9729733527074,0.548674333435857,"Soum d'Ech","1 sigma"
25.7809544494504,1.32602588922696,"Soum d'Ech","1 sigma"
28.8129534810079,0.729165882657522,"Soum d'Ech","1 sigma"
27.788434231057,1.34112151870877,"Soum d'Ech","1 sigma"
25.9784853045932,0.784824580543586,"Soum d'Ech","1 sigma"
28.29935347284,0.855887445964002,"Soum d'Ech","1 sigma"
28.5373723735108,0.701163676037701,"Soum d'Ech","1 sigma"
23.7254918541007,0.525475138461774,"Soum d'Ech","1 sigma"
25.7723341925522,0.970122085354701,"Soum d'Ech","1 sigma"
27.6226850333345,1.75584309816977,"Soum d'Ech","1 sigma"
27.8658359575538,1.07211703026756,"Soum d'Ech","1 sigma"
27.8880517182674,0.684708110637641,"Soum d'Ech","1 sigma"
26.1657677314228,0.841925550492247,"Soum d'Ech","1 sigma"
26.141117347036,0.552361337256589,"Soum d'Ech","1 sigma"
27.7024954586301,1.45084446520845,"Soum d'Ech","1 sigma"
26.2767484442457,0.741537306309537,"Soum d'Ech","1 sigma"
26.2668672274892,1.70942677801091,"Soum d'Ech","1 sigma"
25.9852962281597,0.733204469244132,"Soum d'Ech","1 sigma"
25.759799327288,1.04833252185888,"Soum d'Ech","1 sigma"
26.263572806966,0.78945792110171,"Soum d'Ech","1 sigma"
28.0116704102287,1.30335104373413,"Soum d'Ech","1 sigma"
28.3521954845483,0.922132158761789,"Soum d'Ech","1 sigma"
27.7822451406757,0.830678421311507,"Soum d'Ech","1 sigma"
26.2481186012424,0.740098806891989,"Soum d'Ech","1 sigma"
26.5873678327948,0.906139385859995,"Soum d'Ech","1 sigma"
26.0788993299699,0.816734639123397,"Soum d'Ech","1 sigma"
26.0485941553785,0.623056746034613,"Soum d'Ech","1 sigma"
25.7968759150378,0.789118012751864,"Soum d'Ech","1 sigma"
28.4476744809529,0.712273092609166,"Soum d'Ech","1 sigma"
26.1265227840418,0.661293997411646,"Soum d'Ech","1 sigma"
26.0862675033496,0.78319429158334,"Soum d'Ech","1 sigma"
25.7494346334913,2.54138142267066,"Soum d'Ech","1 sigma"
25.943411296461,0.611996358498283,"Soum d'Ech","1 sigma"
25.5709789544365,0.932085203530477,"Soum d'Ech","1 sigma"
26.0728804046453,0.650311809905856,"Soum d'Ech","1 sigma"
24.8337586969422,2.55684250912524,"Soum d'Ech","1 sigma"
25.9204879592453,0.614332750334331,"Soum d'Ech","1 sigma"
28.3401775199973,1.19741227852474,"Soum d'Ech","1 sigma"
27.662199638924,0.741264673101359,"Soum d'Ech","1 sigma"
26.3182903588394,1.64168445313291,"Soum d'Ech","1 sigma"
25.7196465401715,0.743673133753426,"Soum d'Ech","1 sigma"
24.4541595424151,1.13263101064362,"Soum d'Ech","1 sigma"
28.0713272528944,1.05418643756966,"Soum d'Ech","1 sigma"
27.1858323954807,1.36217367984827,"Soum d'Ech","1 sigma"
27.5950314455575,0.797029369498901,"Soum d'Ech","1 sigma"
26.3419014512425,1.20355959977785,"Soum d'Ech","1 sigma"
26.7573016742507,1.17661559764276,"Soum d'Ech","1 sigma"
25.9846564220511,0.548613355454414,"Soum d'Ech","1 sigma"
28.1707502975022,1.01009820405175,"Soum d'Ech","1 sigma"
26.2664654231673,0.87696271027208,"Soum d'Ech","1 sigma"
26.215295123758,0.948599361159532,"Soum d'Ech","1 sigma"
26.0674547881691,1.01829093142892,"Soum d'Ech","1 sigma"
26.0038179372941,0.678337131683797,"Soum d'Ech","1 sigma"
26.2654855313228,0.845428155312583,"Soum d'Ech","1 sigma"
27.5155430686208,1.45199413699825,"Soum d'Ech","1 sigma"
25.4684234208054,1.87568212978295,"Soum d'Ech","1 sigma"
26.1969682580314,0.982425585883757,"Soum d'Ech","1 sigma"
26.1831226125696,0.739811286995824,"Soum d'Ech","1 sigma"
28.1916846664862,0.931060481240815,"Soum d'Ech","1 sigma"
26.2611028700067,1.03201570289221,"Soum d'Ech","1 sigma"
26.3958809381854,1.08789459643598,"Soum d'Ech","1 sigma"
26.1646986622046,0.610618664079237,"Soum d'Ech","1 sigma"
27.4463717592429,1.34199025094161,"Soum d'Ech","1 sigma"
26.6670557351229,0.816940199629262,"Soum d'Ech","1 sigma"
26.0241148193148,1.13354328191341,"Soum d'Ech","1 sigma"
23.7414343154499,0.911344777982816,"Soum d'Ech","1 sigma"
26.3625571282243,0.810066463842829,"Soum d'Ech","1 sigma"
28.301076170683,0.821660426807188,"Soum d'Ech","1 sigma"
26.4571809958753,0.902755655458933,"Soum d'Ech","1 sigma"
26.0775016773411,1.0488449132992,"Soum d'Ech","1 sigma"
28.1679425622873,0.853148170892737,"Soum d'Ech","1 sigma"
26.1484217166274,1.31096626639558,"Soum d'Ech","1 sigma"
