"Age","Uncertainty","Landform","Sigma"
3.63663712958307,0.652528231783093,"Tallada","1 sigma"
3.3742225477632,0.708833121742807,"Tallada","1 sigma"
2.9902243276752,0.335817963646633,"Tallada","1 sigma"
3.64283582952075,0.194033379102524,"Tallada","1 sigma"
3.64112746133205,0.583359297110972,"Tallada","1 sigma"
3.07067510434568,0.180269362789931,"Tallada","1 sigma"
2.76710583314202,0.306611914389078,"Tallada","1 sigma"
3.60561141125345,0.225791150283857,"Tallada","1 sigma"
3.64630098385415,0.278041868688273,"Tallada","1 sigma"
3.07835214210232,0.187098814701803,"Tallada","1 sigma"
3.66805861196797,0.233803414153682,"Tallada","1 sigma"
2.97411996975875,0.326195790950857,"Tallada","1 sigma"
3.55540992763196,0.451685090467704,"Tallada","1 sigma"
3.64387307551407,0.196663610695995,"Tallada","1 sigma"
3.3897120922323,0.445781803758884,"Tallada","1 sigma"
3.58704930304658,0.15063620603625,"Tallada","1 sigma"
3.65686977035923,0.236701431063001,"Tallada","1 sigma"
2.93655446873222,0.317174038660417,"Tallada","1 sigma"
3.2544662137816,0.740313090704664,"Tallada","1 sigma"
2.98845393690589,0.423129257310131,"Tallada","1 sigma"
2.98506918372473,0.404070398649192,"Tallada","1 sigma"
3.77807588719473,0.426559148087806,"Tallada","1 sigma"
3.62858806176541,0.244267935617324,"Tallada","1 sigma"
3.38891303660895,0.359727977205801,"Tallada","1 sigma"
3.59035506590673,0.240943664959836,"Tallada","1 sigma"
3.64170030861503,0.319304228317813,"Tallada","1 sigma"
3.58925613323481,0.197908896643291,"Tallada","1 sigma"
2.91483259089721,0.249309287300779,"Tallada","1 sigma"
3.72908569821493,0.26060728110466,"Tallada","1 sigma"
3.5863853305336,0.194747619233657,"Tallada","1 sigma"
3.61269681865137,0.225041618209085,"Tallada","1 sigma"
3.61837820469004,0.532176939519968,"Tallada","1 sigma"
2.85953879723523,0.316481921109025,"Tallada","1 sigma"
3.52946462241003,0.601770658105037,"Tallada","1 sigma"
3.53764755645908,0.291978562487118,"Tallada","1 sigma"
3.68816533371435,0.618709274472018,"Tallada","1 sigma"
3.6076880945187,0.271408493193148,"Tallada","1 sigma"
3.41367027499359,0.27243288121547,"Tallada","1 sigma"
2.83510399009311,0.274105841529748,"Tallada","1 sigma"
3.43895436660755,0.437820652614699,"Tallada","1 sigma"
3.08213985276572,0.390293591620735,"Tallada","1 sigma"
2.96511223561916,0.321882842400546,"Tallada","1 sigma"
3.60904010332837,0.524284976587887,"Tallada","1 sigma"
3.45168844296903,0.277446799101403,"Tallada","1 sigma"
3.43729096723287,0.41022449197691,"Tallada","1 sigma"
3.03279720169122,0.151937701755238,"Tallada","1 sigma"
3.4443702197072,0.457658405877865,"Tallada","1 sigma"
3.58300236578117,0.5277479875026,"Tallada","1 sigma"
3.64897698905513,0.237820441164441,"Tallada","1 sigma"
3.73886447311459,0.272826539375735,"Tallada","1 sigma"
3.58193996459456,0.262128395027983,"Tallada","1 sigma"
2.9395326740998,0.372882788463579,"Tallada","1 sigma"
3.4536133093252,0.415930159347006,"Tallada","1 sigma"
3.00050890037149,0.402521989854895,"Tallada","1 sigma"
3.66441303181719,0.174046294384568,"Tallada","1 sigma"
3.5281587832742,0.269476929995168,"Tallada","1 sigma"
3.0946367533931,0.469145991808309,"Tallada","1 sigma"
3.77178079759684,0.356637515248528,"Tallada","1 sigma"
2.93639076316139,0.404505392116666,"Tallada","1 sigma"
