Sample_name,Landform,Sub-Landform,Latitude_DD,Longitude_DD,Elevation_m,SH_Mean,SH_MAD,SH_SEM,TCN_Sample_Name,Calibrated_Age_ka,Calibrated_Uncertainty_ka,A_axis_cm,B_axis_cm,C_axis_cm,Ground_Height_cm,Volume_m3,Surface_area_m2,Sphericity,Mass_Tonnes,Landform_Age_ka,Landform_Uncertainty_ka,Relative_Difference_ka,Absolute_Difference_ka,Class_95,General_Class_95,Moraine_Group,AB_Ratio,AC_Ratio,Moss,Lichen,Embedded,Angularity,Fractured,Matrix,Crest_polyline_dist_m,Crest_polygon_dist_m,Front_Dist_m,Slope_Angle_deg
ARL-13,Arànser Left,,42.42613,1.65352,1796,48.07,5.202,1.166148443,,16.077,1.693,100,75,60,60,0.45,3.6,0.788841892,1.2105,23.2931,1.1155,7.2161,7.2161,Young,Bad,OS,1.333,0.6,0,1,0.2,R,0,0,46.76481,28.95113,416.05606,18.60866
ARL-14,Arànser Left,,42.42645,1.65308,1798,41.247,3.582,0.757705783,,22.815,1.698,155,80,75,80,0.93,6.005,0.767290366,2.5017,23.2931,1.1155,0.4781,0.4781,Good,Good,OS,1.938,0.484,0.4,1,0.2,SA,0.25,0.5,56.52495,36.47107,476.5014,23.38363
ARL-15,Arànser Left,,42.42633,1.65271,1811,39.853,3.701,0.828109263,,24.328,1.702,160,130,95,95,1.976,9.67,0.787497065,5.31544,23.2931,1.1155,-1.0349,1.0349,Good,Good,OS,1.231,0.594,0.2,1,0.2,SR,0.5,0,29.53481,9.81513,501.18813,13.06375
ARL-16,Arànser Left,,42.42646,1.65226,1817,40.621,4.306,0.981135137,,23.488,1.699,125,105,70,70,0.91875,5.845,0.781923941,2.4714375,23.2931,1.1155,-0.1949,0.1949,Good,Good,C,1.19,0.56,0.2,1,0,SR,0,0,18.26768,0,550.72456,15.00072
ARL-17,Arànser Left,,42.42669,1.65174,1823,39.925,3.5,0.752371275,,24.248,1.701,120,100,70,70,0.84,5.48,0.785639101,2.2596,23.2931,1.1155,-0.9549,0.9549,Good,Good,C,1.2,0.583,0,1,0,R,0,0.5,18.43882,0,613.22855,15.30309
ARL-18,Arànser Left,,42.42692,1.65129,1825,41.66,3.982,0.877187117,,22.376,1.697,130,105,70,70,0.9555,6.02,0.779306133,2.570295,23.2931,1.1155,0.9171,0.9171,Good,Good,OS,1.238,0.538,0.4,1,0,SA,0.5,0.5,27.34251,17.10402,669.25909,18.8796
ARL-19,Arànser Left,,42.42685,1.65059,1836,40.232,3.382,0.756147518,,23.912,1.701,140,120,80,80,1.344,7.52,0.783187588,3.61536,23.2931,1.1155,-0.6189,0.6189,Good,Good,C,1.167,0.571,0.4,1,0,R,0.25,0,2.24862,0,732.77908,8.58314
ARL-20,Arànser Left,,42.42713,1.65026,1836,41.133,3.917,0.868168027,,22.937,1.698,140,100,80,80,1.12,6.64,0.785467211,3.0128,23.2931,1.1155,0.3561,0.3561,Good,Good,OS,1.4,0.571,0.6,1,0.2,SR,0,0,17.29359,11.84229,779.95761,21.18196
ARL-21,Arànser Left,,42.42701,1.64998,1840,42.103,5.055,1.081022008,,21.91,1.696,270,130,65,65,2.2815,12.22,0.685845932,6.137235,23.2931,1.1155,1.3831,1.3831,Good,Good,C,2.077,0.241,0.2,1,0.4,SA,0.25,0,3.96273,0,801.19431,11.76212
ARL-22,Arànser Left,,42.42666,1.65061,1829,41.606,4.273,0.968947084,,22.433,1.697,95,80,70,80,0.532,3.97,0.799775396,1.43108,23.2931,1.1155,0.8601,0.8601,Good,Good,IS,1.188,0.737,0,1,0,A,0.5,0,21.65524,13.04972,721.02014,24.19831
ARL-23,Arànser Left,,42.42638,1.65159,1825,43.709,5.165,1.16328662,,20.263,1.694,430,225,190,225,18.3825,44.24,0.761386881,49.448925,23.2931,1.1155,3.0301,3.0301,Young,Bad,C,1.911,0.442,0.4,1,0.4,SR,0,0.5,19.69668,0,609.99076,22.02345
ARL-24,Arànser Left,,42.42611,1.65214,1818,42.379,4.733,0.985490682,,21.623,1.695,135,125,115,115,1.940625,9.355,0.804269156,5.22028125,23.2931,1.1155,1.6701,1.6701,Good,Good,C,1.08,0.852,0.2,1,0,A,0.25,0,22.18872,0,541.87238,23.54134
ARL-25,Arànser Left,,42.42601,1.65316,1812,44.614,3.233,0.728227994,,19.361,1.693,240,100,100,100,2.4,11.6,0.747309144,6.456,23.2931,1.1155,3.9321,3.9321,Young,Bad,C,2.4,0.417,0.2,1,0,A,0.5,0,14.29042,0,439.72045,11.08587
ARL-26,Arànser Left,,42.42581,1.65392,1803,41.021,2.902,0.647419275,,23.056,1.698,155,130,50,50,1.0075,6.88,0.706413607,2.710175,23.2931,1.1155,0.2371,0.2371,Good,Good,OS,1.192,0.323,0.2,1,0.2,SR,0.25,0,42.30039,32.59967,359.04745,16.97111
ARL-27,Arànser Left,,42.42558,1.65431,1801,40.99,2.867,0.632397468,,23.09,1.698,120,110,100,100,1.32,7.24,0.803763313,3.5508,23.2931,1.1155,0.2031,0.2031,Good,Good,OS,1.091,0.833,0,1,0,R,0.25,0,44.27381,18.53895,309.45438,17.36086
ARL-28,Arànser Left,,42.42518,1.65449,1799,49.957,4.502,0.964648211,,14.382,1.695,240,110,110,110,2.904,12.98,0.758357245,7.81176,23.2931,1.1155,8.9111,8.9111,Young,Bad,C,2.182,0.458,0.2,1,0.4,SR,0.75,0,9.71017,0,265.65631,7.62593
ARL-29,Arànser Left,,42.42505,1.65496,1795,40.398,3.199,0.754731524,,23.73,1.7,170,145,130,130,3.2045,13.12,0.801168391,8.620105,23.2931,1.1155,-0.4369,0.4369,Good,Good,C,1.172,0.765,0.2,1,0,SR,0,0,13.30931,0,216.21086,4.86944
ARL-30,Arànser Left,,42.42444,1.65516,1787,48.233,3.633,0.771249617,,15.927,1.693,125,105,70,70,0.91875,5.845,0.781923941,2.4714375,23.2931,1.1155,7.3661,7.3661,Young,Bad,IS,1.19,0.56,0.2,1,0,SA,0.25,0,35.41563,13.48793,157.72568,14.41759
ARL-31,Arànser Left,,42.42421,1.65515,1771,42.067,3.533,0.764331091,,21.949,1.696,110,110,80,80,0.968,5.94,0.796675114,2.60392,23.2931,1.1155,1.3441,1.3441,Good,Good,IS,1,0.727,0.2,1,0.6,SR,0,0,51.01182,28.36155,147.69583,20.3299
ARL-32,Arànser Left,,42.42421,1.65455,1763,61.41,3.507,0.8185125,,5.295,1.73,150,135,100,135,2.025,9.75,0.793894623,5.44725,23.2931,1.1155,17.9981,17.9981,Young,Bad,IS,1.111,0.667,0,1,0.4,R,0,0,90.47481,64.31538,211.40321,22.61256
ARL-33,Arànser Left,,42.42458,1.65447,1771,59.41,3.747,0.830914041,,6.753,1.722,220,105,60,60,1.386,8.52,0.705591515,3.72834,23.2931,1.1155,16.5401,16.5401,Young,Bad,IS,2.095,0.273,0.2,1,0.2,SA,0.5,0.5,54.82918,28.89852,233.40393,23.97174
ARL-34,Arànser Left,,42.42435,1.65398,1762,43.01,3.867,0.843745636,,20.972,1.694,165,95,80,80,1.254,7.295,0.77088664,3.37326,23.2931,1.1155,2.3211,2.3211,Good,Good,IS,1.737,0.485,0,1,0,SA,0.5,1,96.64747,72.14224,276.7373,21.00118
ARL-35,Arànser Left,,42.42451,1.65391,1767,42.481,4.235,0.915950963,,21.517,1.695,130,100,70,100,0.91,5.82,0.780288851,2.4479,23.2931,1.1155,1.7761,1.7761,Good,Good,IS,1.3,0.538,0,1,0,SA,0.5,1,82.84707,59.44421,289.10666,22.44093
ARL-36,Arànser Left,,42.42465,1.65335,1762,55.891,2.638,0.705495379,,9.44,1.71,110,95,70,70,0.7315,4.96,0.791550574,1.967735,23.2931,1.1155,13.8531,13.8531,Young,Bad,IS,1.158,0.636,0,1,0,R,0,1,99.9517,74.42648,353.27432,28.9404
ARL-37,Arànser Left,,42.42476,1.65322,1767,43.755,4.171,0.889801043,,20.216,1.694,160,140,80,80,1.792,9.28,0.768826159,4.82048,23.2931,1.1155,3.0771,3.0771,Young,Bad,IS,1.143,0.5,0,1,0,SR,0.75,1,98.11067,73.16976,370.74122,28.16359
ARL-38,Arànser Left,,42.42468,1.65293,1760,41.124,4.258,0.914371503,,22.947,1.698,110,90,50,50,0.495,3.98,0.760334187,1.33155,23.2931,1.1155,0.3461,0.3461,Good,Good,IS,1.222,0.455,0,1,0.2,SA,0.25,0.5,122.72182,100.6429,399.13528,21.04885
ARL-39,Arànser Left,,42.42481,1.6526,1761,40.827,3.469,0.732087824,,23.265,1.699,100,90,75,75,0.675,4.65,0.800264749,1.81575,23.2931,1.1155,0.0281,0.0281,Good,Good,IS,1.111,0.75,0.2,1,0.4,R,0,0.5,132.18127,111.68144,438.40801,21.97329
ARL-40,Arànser Left,,42.42496,1.65283,1771,40.063,3.972,0.86741016,,24.096,1.701,120,110,80,120,1.056,6.32,0.793492802,2.84064,23.2931,1.1155,-0.8029,0.8029,Good,Good,IS,1.091,0.667,0,1,0,R,0,1,103.50646,85.77341,418.9759,23.93322
ARL-41,Arànser Left,,42.42519,1.65235,1774,40.7,3.804,0.818735518,,23.402,1.699,130,115,80,80,1.196,6.91,0.788545692,3.21724,23.2931,1.1155,-0.1089,0.1089,Good,Good,IS,1.13,0.615,0,1,0,R,0,0,103.04178,81.95226,477.8835,22.03327
ARL-42,Arànser Left,,42.42505,1.65206,1762,43.171,4.261,0.920084613,,20.808,1.694,220,145,70,70,2.233,11.49,0.71904584,6.00677,23.2931,1.1155,2.4851,2.4851,Young,Bad,IS,1.517,0.318,0.2,1,0.2,SR,0.25,0,129.82128,108.07632,503.61832,23.63575
ARL-43,Arànser Left,,42.42521,1.65196,1768,42.075,4.633,0.953941589,,21.94,1.696,150,125,115,125,2.15625,10.075,0.801133965,5.8003125,23.2931,1.1155,1.3531,1.3531,Good,Good,IS,1.2,0.767,0.2,1,0,SA,0.5,1,119.10247,95.02637,519.63336,22.7454
ARL-44,Arànser Left,,42.42518,1.6514,1760,41.811,4.207,0.874528938,,22.217,1.697,120,100,80,80,0.96,5.92,0.794956271,2.5824,23.2931,1.1155,1.0761,1.0761,Good,Good,IS,1.2,0.667,0.2,1,0,R,0.25,0.5,151.7637,124.14639,578.17064,19.34932
ARL-45,Arànser Left,,42.42542,1.65163,1773,41.28,4.29,0.927683423,,22.779,1.698,330,200,105,200,6.93,24.33,0.722488333,18.6417,23.2931,1.1155,0.5141,0.5141,Good,Good,IS,1.65,0.318,0.2,1,0,SR,0,0,116.71271,88.57245,561.97512,26.99254
ARL-46,Arànser Left,,42.42581,1.6512,1787,57.136,3.149,0.694999702,,8.471,1.714,105,90,80,80,0.756,5.01,0.801052406,2.03364,23.2931,1.1155,14.8221,14.8221,Young,Bad,IS,1.167,0.762,0,1,0.2,SA,0,0.5,93.95638,65.47597,622.09345,32.96479
ARL-47,Arànser Left,,42.42595,1.65158,1801,40.452,3.765,0.806852595,,23.671,1.7,195,110,110,110,2.3595,11,0.779180533,6.347055,23.2931,1.1155,-0.3779,0.3779,Good,Good,IS,1.773,0.564,0.2,1,0,SA,0.25,0,65.07326,38.37757,589.38226,18.92612
ARL-48,Arànser Left,,42.42565,1.6518,1790,54.909,3.005,0.703509665,,10.221,1.707,170,75,70,75,0.8925,5.98,0.749644036,2.400825,23.2931,1.1155,13.0721,13.0721,Young,Bad,IS,2.267,0.412,0,1,0,SA,0.5,0,85.43071,57.12201,553.5268,19.49812
ARL-49,Arànser Left,,42.42581,1.65218,1800,39.055,3.072,0.652992339,,25.218,1.705,155,150,105,105,2.44125,11.055,0.793110224,6.5669625,23.2931,1.1155,-1.9249,1.9249,Good,Good,IS,1.033,0.677,0.4,1,0.4,A,0.25,0.5,48.96669,23.88643,522.38185,21.61708
ARL-50,Arànser Left,,42.42589,1.65267,1807,46.738,3.117,0.715263211,,17.313,1.692,110,90,75,90,0.7425,4.98,0.796255455,1.997325,23.2931,1.1155,5.9801,5.9801,Young,Bad,C,1.222,0.682,0.2,1,0,R,0,1,17.41814,0,478.48253,27.01559
ARL-51,Arànser Left,,42.42551,1.65254,1794,55.155,3.276,0.767041298,,10.024,1.707,210,110,75,110,1.7325,9.42,0.740540333,4.660425,23.2931,1.1155,13.2691,13.2691,Young,Bad,IS,1.909,0.357,0.2,1,0.2,SA,0.5,0,62.0787,40.80463,471.82583,18.89887
ARL-52,Arànser Left,,42.4256,1.65285,1800,40.668,3.405,0.73927984,,23.437,1.699,110,75,50,75,0.4125,3.5,0.765653106,1.109625,23.2931,1.1155,-0.1439,0.1439,Good,Good,IS,1.467,0.455,0,1,0.2,SR,0.5,0,41.06986,19.63147,445.31406,21.82306
ARL-53,Arànser Left,,42.42575,1.65305,1807,41.939,3.633,0.831065498,,22.082,1.696,110,75,60,75,0.495,3.87,0.781945753,1.33155,23.2931,1.1155,1.2111,1.2111,Good,Good,C,1.467,0.545,0.2,1,0.2,SA,0.5,0,17.01408,0,434.13924,21.59013
ARL-54,Arànser Left,,42.42526,1.65302,1787,41.442,3.708,0.849819103,,22.607,1.697,125,110,105,110,1.44375,7.685,0.803837478,3.8836875,23.2931,1.1155,0.6861,0.6861,Good,Good,IS,1.136,0.84,0,1,0,R,0.25,0,64.03997,46.32248,411.65835,20.7613
ARL-55,Arànser Left,,42.42558,1.65348,1803,42.415,3.873,0.823782209,,21.585,1.695,130,125,105,105,1.70625,8.605,0.802469176,4.5898125,23.2931,1.1155,1.7081,1.7081,Good,Good,C,1.04,0.808,0,1,0,SR,0.25,0,5.32184,0,383.47618,13.76069
ARL-56,Arànser Left,,42.42522,1.65375,1793,41.181,3.841,0.856451833,,22.886,1.698,75,75,50,50,0.28125,2.625,0.790830064,0.7565625,23.2931,1.1155,0.4071,0.4071,Good,Good,C,1,0.667,0,1,0.6,SR,0,0,22.52924,0,337.0909,20.77967
ARL-57,Arànser Left,,42.42505,1.65368,1786,41.985,3.782,0.829393782,,22.034,1.696,110,70,40,110,0.308,2.98,0.740119201,0.82852,23.2931,1.1155,1.2591,1.2591,Good,Good,IS,1.571,0.364,0.2,1,0,SA,0.5,0.5,42.25048,16.92602,335.20958,24.64106
ARL-58,Arànser Left,,42.42479,1.65401,1779,42.458,4.066,0.934493116,,21.541,1.695,100,70,40,40,0.28,2.76,0.749917917,0.7532,23.2931,1.1155,1.7521,1.7521,Good,Good,IS,1.429,0.4,0,1,0.4,A,0,0,49.77883,26.527,289.69083,21.64078
ARL-59,Arànser Left,,42.42502,1.65425,1788,39.12,4.377,0.953932073,,25.145,1.704,125,110,80,110,1.1,6.51,0.791586282,2.959,23.2931,1.1155,-1.8519,1.8519,Good,Good,C,1.136,0.64,0,1,0.2,R,0.25,0,16.25113,0,277.78123,17.45375
ARL-60,Arànser Left,,42.42483,1.65467,1787,39.99,3.854,0.889380332,,24.177,1.701,120,75,75,75,0.675,4.725,0.787562134,1.81575,23.2931,1.1155,-0.8839,0.8839,Good,Good,C,1.6,0.625,0,1,0,SA,0.25,0.5,21.45407,0,226.8925,18.1293
ARL-61,Arànser Left,,42.42552,1.65118,1771,46.543,3.575,0.820501941,,17.498,1.692,220,160,110,110,3.872,15.4,0.77431969,10.41568,23.2931,1.1155,5.7951,5.7951,Young,Bad,IS,1.375,0.5,0.2,1,0,SR,0,1,125.2087,96.78856,612.94212,25.25932
ARL-62,Arànser Left,,42.42545,1.65061,1761,40.366,3.042,0.692549712,,23.766,1.7,180,95,45,45,0.7695,5.895,0.688873372,2.069955,23.2931,1.1155,-0.4729,0.4729,Good,Good,IS,1.895,0.25,0,1,0,A,0,1,150.75232,132.61343,671.0183,16.01771
ARL-63,Arànser Left,,42.42554,1.65044,1763,41.069,4.041,0.908777662,,23.005,1.698,190,110,85,85,1.7765,9.28,0.764386408,4.778785,23.2931,1.1155,0.2881,0.2881,Good,Good,IS,1.727,0.447,0,1,0,SA,0.25,1,146.45014,133.59652,692.02457,19.68011
ARL-64,Arànser Left,,42.42517,1.65045,1753,40.571,3.805,0.838572239,,23.542,1.7,160,110,50,50,0.88,6.22,0.713973656,2.3672,23.2931,1.1155,-0.2489,0.2489,Good,Good,IS,1.455,0.313,0.4,1,0.4,A,0.25,0,185.60118,168.511,680.11766,5.69181
ARL-65,Arànser Left,,42.42552,1.64956,1760,40.943,3.977,0.847343995,,23.141,1.699,90,60,35,35,0.189,2.13,0.747731581,0.50841,23.2931,1.1155,0.1521,0.1521,Good,Good,IS,1.5,0.389,0.4,1,0.2,SR,0,0,176.22962,160.50633,785.70951,16.14331
ARL-66,Arànser Left,,42.42558,1.64919,1762,48.634,3.878,0.915658634,,15.562,1.694,240,110,80,80,2.112,10.88,0.731674363,5.68128,23.2931,1.1155,7.7311,7.7311,Young,Bad,IS,2.182,0.333,0,1,0,R,0,0,179.73789,156.77871,827.25684,13.41918
ARL-67,Arànser Left,,42.42568,1.64899,1766,40.347,3.644,0.809593847,,23.786,1.7,310,110,105,105,3.5805,15.64,0.723674319,9.631545,23.2931,1.1155,-0.4929,0.4929,Good,Good,IS,2.818,0.339,0,1,0.2,SA,0.25,0,173.12165,149.66338,851.60436,21.70219
ARL-68,Arànser Left,,42.42582,1.64834,1772,40.083,3.048,0.665191149,,24.075,1.701,80,75,70,75,0.42,3.37,0.804798362,1.1298,23.2931,1.1155,-0.7819,0.7819,Good,Good,IS,1.067,0.875,0.2,1,0.4,R,0,0,171.8149,148.78061,925.55223,18.80043
ARL-69,Arànser Left,,42.42565,1.64759,1772,40.554,3.51,0.760205924,,23.561,1.7,90,70,70,70,0.441,3.5,0.800525443,1.18629,23.2931,1.1155,-0.2679,0.2679,Good,Good,IS,1.286,0.778,0.4,1,0.4,R,0,0,212.33703,199.63808,1002.39278,16.07294
ARL-70,Arànser Left,,42.42555,1.64693,1773,41.124,3.278,0.731576601,,22.946,1.698,170,110,65,65,1.2155,7.38,0.746330296,3.269695,23.2931,1.1155,0.3471,0.3471,Good,Good,IS,1.545,0.382,0,1,0.2,SR,0,0,240.44887,233.84568,1072.14028,8.60136
ARL-71,Arànser Left,,42.42563,1.64619,1784,39.189,3.821,0.840704794,,25.067,1.704,60,50,45,45,0.135,1.59,0.800404483,0.36315,23.2931,1.1155,-1.7739,1.7739,Good,Good,IS,1.2,0.75,0,1,0,R,0,0,242.34475,237.83769,1154.73821,14.33685
ARL-72,Arànser Left,,42.4254,1.64571,1785,40.329,3.946,0.896657944,,23.806,1.7,300,115,70,70,2.415,12.71,0.684883438,6.49635,23.2931,1.1155,-0.5129,0.5129,Good,Good,IS,2.609,0.233,0,1,0.2,SA,0.5,0,273.36927,268.92021,1203.099,10.19283
ARL-73,Arànser Left,,42.42577,1.64565,1791,40.7,3.807,0.802846831,,23.402,1.699,275,120,55,55,1.815,10.945,0.657434935,4.88235,23.2931,1.1155,-0.1089,0.1089,Good,Good,IS,2.292,0.2,0.4,1,0.8,R,0,0,233.61251,229.5418,1216.69437,17.65345
ARL-74,Arànser Left,,42.42586,1.64619,1793,40.034,4.315,0.914479626,,24.128,1.701,190,130,80,80,1.976,10.06,0.756967855,5.31544,23.2931,1.1155,-0.8349,0.8349,Good,Good,IS,1.462,0.421,0.4,1,0.2,SR,0,0,216.9655,212.35053,1159.69127,14.29897
ARL-75,Arànser Left,,42.4259,1.64692,1789,40.472,3.256,0.69391972,,23.65,1.7,295,130,120,130,4.602,17.87,0.748727839,12.37938,23.2931,1.1155,-0.3569,0.3569,Good,Good,IS,2.269,0.407,0.4,1,0.2,SA,0.5,0,201.95733,197.03439,1081.24982,18.59275
ARL-76,Arànser Left,,42.42583,1.64731,1783,53.89,2.95,0.72112704,,11.045,1.704,190,140,110,110,2.926,12.58,0.78641725,7.87094,23.2931,1.1155,12.2481,12.2481,Young,Bad,IS,1.357,0.579,0.4,1,0.4,SR,0.25,0,200.85007,190.95033,1037.19287,18.48151
ARL-77,Arànser Left,,42.42579,1.64785,1774,47.269,4.522,0.957431363,,16.816,1.693,130,95,80,95,0.988,6.07,0.790314706,2.65772,23.2931,1.1155,6.4771,6.4771,Young,Bad,IS,1.368,0.615,0.4,1,0.6,R,0,0,188.58881,173.8245,977.6626,17.21987
ARL-78,Arànser Left,,42.42605,1.64824,1783,40.582,3.819,0.822983579,,23.53,1.7,105,105,100,105,1.1025,6.405,0.80578168,2.965725,23.2931,1.1155,-0.2369,0.2369,Good,Good,IS,1,0.952,0,1,0,SA,0.25,0,149.52742,129.24653,943.00833,25.53369
ARL-79,Arànser Left,,42.42608,1.64866,1788,41.756,3.574,0.756158033,,22.275,1.697,210,130,65,65,1.7745,9.88,0.717427218,4.773405,23.2931,1.1155,1.0181,1.0181,Good,Good,IS,1.615,0.31,0.4,1,0.2,SA,0,0,136.64843,111.8895,899.09079,26.08312
ARL-80,Arànser Left,,42.42614,1.64907,1790,40.889,3.779,0.852102346,,23.199,1.699,110,50,40,50,0.22,2.38,0.740495269,0.5918,23.2931,1.1155,0.0941,0.0941,Good,Good,IS,2.2,0.364,0.2,1,0,SA,0,0,121.1706,97.69747,857.58285,29.01625
ARL-81,Arànser Left,,42.42607,1.64939,1788,41.327,4.373,0.914579573,,22.729,1.698,170,125,60,60,1.275,7.79,0.729939373,3.42975,23.2931,1.1155,0.5641,0.5641,Good,Good,IS,1.36,0.353,0.4,1,0.4,A,0.75,0,121.63826,100.4952,821.31725,27.10227
ARL-82,Arànser Left,,42.42587,1.64989,1787,57.428,3.36,0.79721239,,8.246,1.715,160,140,60,60,1.344,8.08,0.728907261,3.61536,23.2931,1.1155,15.0471,15.0471,Young,Bad,IS,1.143,0.375,0,1,0,SA,0,0.5,128.88581,119.38707,761.4799,20.44956
ARL-83,Arànser Left,,42.42596,1.6503,1788,42.84,3.369,0.757510657,,21.147,1.695,100,80,50,80,0.4,3.4,0.772168122,1.076,23.2931,1.1155,2.1461,2.1461,Good,Good,IS,1.25,0.5,0.6,1,0.6,R,0,0,106.42319,98.1993,721.64118,27.39785
ARL-84,Arànser Left,,42.42594,1.6507,1793,50.073,3.556,0.80359643,,14.279,1.696,150,140,120,140,2.52,11.16,0.802454266,6.7788,23.2931,1.1155,9.0141,9.0141,Young,Bad,IS,1.071,0.8,0,1,0,A,0,1,95.54434,80.51696,679.18464,26.13635
ARL-85,Arànser Left,,42.42642,1.65095,1816,45.391,4.766,1.036362405,,18.6,1.692,130,110,100,100,1.43,7.66,0.801332419,3.8467,23.2931,1.1155,4.6931,4.6931,Young,Bad,IS,1.182,0.769,0.2,1,0.2,SA,0.5,0,36.54076,20.39569,675.21802,19.2208
ARL-86,Arànser Left,,42.42632,1.65057,1811,41.276,3.931,0.804636402,,22.784,1.698,100,75,55,55,0.4125,3.425,0.782419233,1.109625,23.2931,1.1155,0.5091,0.5091,Good,Good,IS,1.333,0.55,0,1,0,SA,0.25,0,59.1254,49.83986,708.79796,21.31195
ARL-87,Arànser Left,,42.42623,1.6499,1800,47.206,3.951,0.837707549,,16.875,1.693,100,80,50,50,0.4,3.4,0.772168122,1.076,23.2931,1.1155,6.4181,6.4181,Young,Bad,IS,1.25,0.5,0,1,0,R,0,0,90.00421,79.29704,773.89047,31.41937
ARL-88,Arànser Left,,42.4261,1.64922,1792,57.723,4.625,1.2560058,,8.021,1.716,230,110,105,105,2.6565,12.2,0.760321913,7.145985,23.2931,1.1155,15.2721,15.2721,Young,Bad,IS,2.091,0.457,0.2,1,0.2,A,0.25,0,122.27403,98.96099,840.33009,24.01608
ARL-89,Arànser Left,,42.42617,1.64874,1795,40.884,3.583,0.807366663,,23.203,1.699,80,70,50,50,0.28,2.62,0.789989867,0.7532,23.2931,1.1155,0.0901,0.0901,Good,Good,IS,1.143,0.625,0.2,1,0.8,R,0,0,125.14833,100.09131,893.56226,32.52924
ARL-90,Arànser Left,,42.42625,1.64818,1797,40.318,3.911,0.869815928,,23.818,1.7,150,110,70,110,1.155,6.94,0.767089392,3.10695,23.2931,1.1155,-0.5249,0.5249,Good,Good,IS,1.364,0.467,0.2,1,0.4,A,0.5,0,129.45931,112.06207,955.72076,27.09522
ARL-91,Arànser Left,,42.42654,1.65003,1814,59.711,3.4,0.802582225,,6.53,1.723,120,110,75,75,0.99,6.09,0.788781946,2.6631,23.2931,1.1155,16.7631,16.7631,Young,Bad,IS,1.091,0.625,0.4,1,0.6,R,0,0.5,52.86877,43.8668,773.67859,23.2541
ARL-92,Arànser Left,,42.42659,1.64964,1817,51.109,4.086,0.82795332,,13.377,1.697,200,130,70,130,1.82,9.82,0.734097191,4.8958,23.2931,1.1155,9.9161,9.9161,Young,Bad,IS,1.538,0.35,0.2,1,0.2,R,0,0,58.64777,41.12364,815.73948,23.46728
ARL-93,Arànser Left,,42.42666,1.64925,1822,51.95,4.227,0.980971552,,12.659,1.699,130,110,105,105,1.5015,7.9,0.802676579,4.039035,23.2931,1.1155,10.6341,10.6341,Young,Bad,IS,1.182,0.808,0.2,1,0,R,0,0.5,60.43925,37.05772,858.81329,27.71008
ARL-94,Arànser Left,,42.42706,1.6495,1836,54.063,3.817,0.85768016,,10.904,1.704,130,115,95,95,1.42025,7.645,0.79925096,3.8204725,23.2931,1.1155,12.3891,12.3891,Young,Bad,C,1.13,0.731,0.2,1,0.2,SA,0.5,0,11.43383,0,851.52516,18.03476
ARL-95,Arànser Left,,42.42708,1.64902,1838,51.824,3.949,0.873991967,,12.766,1.699,130,75,65,65,0.63375,4.615,0.773139272,1.7047875,23.2931,1.1155,10.5271,10.5271,Young,Bad,C,1.733,0.5,0,1,0.4,A,0.25,0,19.80507,0,900.86131,19.26281
ARL-96,Arànser Left,,42.42695,1.64868,1837,52.899,3.652,0.786687236,,11.862,1.701,200,100,80,80,1.6,8.8,0.751763855,4.304,23.2931,1.1155,11.4311,11.4311,Young,Bad,IS,2,0.4,0,1,0.6,R,0,0,41.07585,17.73224,929.78661,25.80515
ARL-97,Arànser Left,,42.4272,1.64822,1845,65.033,2.264,0.493678276,,2.772,1.746,180,120,80,80,1.728,9.12,0.763575136,4.64832,23.2931,1.1155,20.5211,20.5211,Young,Bad,IS,1.5,0.444,0,1,0,R,0,1,26.57685,13.43963,987.77916,16.4598
ARL-98,Arànser Left,,42.42681,1.64829,1830,56.024,2.617,0.626617605,,9.336,1.71,110,70,70,70,0.539,4.06,0.788891484,1.44991,23.2931,1.1155,13.9571,13.9571,Young,Bad,IS,1.571,0.636,0.2,1,0.2,SA,0.25,0,65.99012,50.16724,964.35476,31.41801
ARL-99,Arànser Left,,42.42703,1.64779,1843,48.523,4.24,0.904349427,,15.664,1.694,240,200,165,165,7.92,24.12,0.796630522,21.3048,23.2931,1.1155,7.6291,7.6291,Young,Bad,IS,1.2,0.688,0.2,1,0,A,0.75,1,58.4783,47.70877,1025.08827,30.24441
ARL-100,Arànser Left,,42.42735,1.64733,1856,40.349,5.018,1.043395626,,23.784,1.7,115,65,50,50,0.37375,3.295,0.761522676,1.0053875,23.2931,1.1155,-0.4909,0.4909,Good,Good,IS,1.769,0.435,0.2,1,0.6,SR,0,0,35.44779,29.39934,1085.75569,23.45392
ARL-101,Arànser Left,,42.42699,1.64759,1837,41.559,3.531,0.783861072,,22.483,1.697,145,85,75,85,0.924375,5.915,0.77582095,2.48656875,23.2931,1.1155,0.8101,0.8101,Good,Good,IS,1.706,0.517,0,1,0.2,SA,0.5,0,68.02,58.62965,1044.35376,28.64201
ARL-102,Arànser Left,,42.42692,1.64707,1834,42.064,2.412,0.614102056,,21.952,1.696,80,50,45,45,0.18,1.97,0.782587491,0.4842,23.2931,1.1155,1.3411,1.3411,Good,Good,IS,1.6,0.563,0.2,1,0.2,SR,0,0,87.20599,82.34925,1096.27971,27.55308
